,start_station_name,end_station_name,vzdalenost_m
0,Abbeyhill,Balgreen Road,5236.27
1,Abbeyhill,Belford Road,3375.71
2,Abbeyhill,Boroughmuir,3171.09
3,Abbeyhill,Bristo Square,1481.42
4,Abbeyhill,Brunswick Place,828.41
5,Abbeyhill,Bruntsfield Links,2932.68
6,Abbeyhill,Canonmills,1717.61
7,Abbeyhill,Castle Street,1972.38
8,Abbeyhill,Castle Terrace,2082.43
9,Abbeyhill,Causewayside,2141.99
10,Abbeyhill,Chambers Street,1343.33
11,Abbeyhill,Charlotte Square,2195.73
12,Abbeyhill,City Chambers,1260.17
13,Abbeyhill,Colinton Road,3486.13
14,Abbeyhill,Comely Bank Road,2743.69
15,Abbeyhill,Corstorphine Road,6364.78
16,Abbeyhill,Craigleith Road,4093.98
17,Abbeyhill,Cramond Foreshore,8453.86
18,Abbeyhill,Crichton Street,1479.94
19,Abbeyhill,Dalmeny Station,13541.8
20,Abbeyhill,Dalry Road Lidl,3465.21
21,Abbeyhill,Dean Street,2628.5
22,Abbeyhill,Drumsheugh Place,2531.58
23,Abbeyhill,Duke Street,1559.6
24,Abbeyhill,Dundas Street,1910.1
25,Abbeyhill,Dundee Terrace,3472.24
26,Abbeyhill,Dynamic Earth,511.38
27,Abbeyhill,East London Street,1069.36
28,Abbeyhill,Edinburgh Park Station,8972.99
29,Abbeyhill,Edinburgh Royal Infirmary,4310.04
30,Abbeyhill,Edinburgh Zoo,6217.71
31,Abbeyhill,EICC,2586.83
32,Abbeyhill,Fountainbridge,2657.83
33,Abbeyhill,Gamekeeper's Road,8551.96
34,Abbeyhill,George Square,1683.32
35,Abbeyhill,Gladstone Terrace,2080.77
36,Abbeyhill,Gorgie Road,4033.98
37,Abbeyhill,Grassmarket,1802.67
38,Abbeyhill,Haymarket Station,3057.61
39,Abbeyhill,Haymarket Terrace,3323.98
40,Abbeyhill,Heriot Watt - Edinburgh Business School,10560.08
41,Abbeyhill,Heriot Watt - Student Accommodation,11055.79
42,Abbeyhill,Hillside Crescent,370.66
43,Abbeyhill,Holyrood Road,812.71
44,Abbeyhill,Hopetoun Road,14972.6
45,Abbeyhill,Hunter Square,1143.65
46,Abbeyhill,IGMM - Western General,3805.88
47,Abbeyhill,Ingliston Park & Ride,11561.31
48,Abbeyhill,Inverleith Row,2105.11
49,Abbeyhill,Joppa,4874.77
50,Abbeyhill,Kings Building 2,3563.5
51,Abbeyhill,Kings Building 3,3538.07
52,Abbeyhill,Kings Buildings - Murchison House,3446.95
53,Abbeyhill,Kings Buildings 1,3455.45
54,Abbeyhill,Lauriston Place,1946.61
55,Abbeyhill,Leith Walk,1123.8
56,Abbeyhill,Leith Walk North,1411.44
57,Abbeyhill,Logie Green Road,1759.68
58,Abbeyhill,Lothian Road,2263.27
59,Abbeyhill,Marchmont Crescent,2498.54
60,Abbeyhill,McDonald Road,1266.68
61,Abbeyhill,Meadow Place,2176.03
62,Abbeyhill,Meadows East,1837.45
63,Abbeyhill,Meggetland,4909.84
64,Abbeyhill,Milton Road - Edinburgh College,4751.34
65,Abbeyhill,Morningside Road,3827.91
66,Abbeyhill,Murrayfield,4598.31
67,Abbeyhill,Murrayfield Tram,4344.36
68,Abbeyhill,Musselburgh Brunton Hall,7202.25
69,Abbeyhill,Musselburgh Lidl,6686.7
70,Abbeyhill,Ocean Terminal,2906.72
71,Abbeyhill,Orchard Brae House,3200.9
72,Abbeyhill,Picardy Place,885.11
73,Abbeyhill,Pleasance Courtyard,1034.52
74,Abbeyhill,Pollock Halls,1686.77
75,Abbeyhill,Portobello - Kings Road,3367.34
76,Abbeyhill,Queen Margaret University,6692.05
77,Abbeyhill,Roseburn Street,4060.09
78,Abbeyhill,Royal Commonwealth Pool,1809.78
79,Abbeyhill,Royal Edinburgh Hospital,3981.3
80,Abbeyhill,Scotland Street,1555.92
81,Abbeyhill,Sighthill - Edinburgh College,7963.39
82,Abbeyhill,Simon Square,1323.49
83,Abbeyhill,South Trinity Road,2854.12
84,Abbeyhill,St Andrew Square,1259.77
85,Abbeyhill,St Andrews House,633.2
86,Abbeyhill,Stockbridge,2262.14
87,Abbeyhill,Surgeons Hall,1263.68
88,Abbeyhill,Thirlestane Road,2764.2
89,Abbeyhill,Tollcross,2279.12
90,Abbeyhill,Victoria Quay,2490.19
91,Abbeyhill,Waitrose Comely Bank,3223.69
92,Abbeyhill,Warrender Park Road,2471.11
93,Abbeyhill,Waverley Bridge,1271.93
94,Abbeyhill,Waverley Court,840.95
95,Abbeyhill,Waverley Station,996.24
96,Abbeyhill,West Crosscauseway,1496.3
97,Abbeyhill,Wester Coates Terrace,3862.97
98,Abbeyhill,Western General Hospital,3886.46
99,Balgreen,Bruntsfield,2793.25
100,Balgreen,Castle Street,3298.59
101,Balgreen,Charlotte Square,3122.53
102,Balgreen,Comely Bank Road,3173.25
103,Balgreen,Corstorphine Road,1302.77
104,Balgreen,Corstorphine Road - Pinkhill,963.52
105,Balgreen,Craigleith Road,2135.01
106,Balgreen,Dundas Street,3949.19
107,Balgreen,EICC,2654.06
108,Balgreen,Henderson Row,3778.83
109,Balgreen,Leith Walk,5470.71
110,Balgreen,Macdonald Road,4963.79
111,Balgreen,Morningside Road,2853.72
112,Balgreen,Murrayfield,798.38
113,Balgreen,Murrayfield Avenue,1226.48
114,Balgreen,Newkirkgate,6082.78
115,Balgreen,Roseburn Street,1204.43
116,Balgreen,St Andrew Square,4065.06
117,Balgreen,St. John's Road 1,1942.95
118,Balgreen,St. John's Road 2,2507.27
119,Balgreen,Stockbridge,3459.12
120,Balgreen,Tollcross,3060.35
121,Balgreen,"Waitrose, Comely Bank",2866.0
122,Balgreen,Waverley Bridge,3968.16
123,Balgreen,West Crosscauseway,4158.79
124,Balgreen,Wester Coates Terrace,1420.73
125,Balgreen,Whitehouse Road,4243.77
126,Balgreen Road,Abbeyhill,5236.27
127,Balgreen Road,Belford Road,2126.11
128,Balgreen Road,Boroughmuir,2231.48
129,Balgreen Road,Borrowman Square,9454.8
130,Balgreen Road,Bristo Square,3939.72
131,Balgreen Road,Brunswick Place,4999.73
132,Balgreen Road,Bruntsfield Links,2789.9
133,Balgreen Road,Canonmills,4323.43
134,Balgreen Road,Castle Street,3294.87
135,Balgreen Road,Castle Terrace,3177.29
136,Balgreen Road,Causewayside,4426.68
137,Balgreen Road,Charlotte Square,3118.9
138,Balgreen Road,City Chambers,3987.52
139,Balgreen Road,Colinton Road,2488.21
140,Balgreen Road,Comely Bank Road,3170.41
141,Balgreen Road,Corstorphine Road,1306.91
142,Balgreen Road,Craigleith Road,2125.45
143,Balgreen Road,Cramond Foreshore,5511.79
144,Balgreen Road,Dalmeny Station,9750.46
145,Balgreen Road,Dalry Road Lidl,1814.89
146,Balgreen Road,Dean Street,3068.27
147,Balgreen Road,Drumsheugh Place,2793.42
148,Balgreen Road,Dudley Gardens,5547.66
149,Balgreen Road,Duke Street,6191.99
150,Balgreen Road,Dundas Street,3938.68
151,Balgreen Road,Dundee Terrace,1902.73
152,Balgreen Road,Dynamic Earth,4884.61
153,Balgreen Road,East London Street,4614.51
154,Balgreen Road,Edinburgh Park Central,4036.41
155,Balgreen Road,Edinburgh Park Station,3736.73
156,Balgreen Road,Edinburgh Royal Infirmary,7251.75
157,Balgreen Road,Edinburgh Zoo,1185.64
158,Balgreen Road,EICC,2656.39
159,Balgreen Road,Ellersly Road,678.9
160,Balgreen Road,Fountainbridge,2652.82
161,Balgreen Road,Gamekeeper's Road,4870.36
162,Balgreen Road,George Square,3937.84
163,Balgreen Road,Gladstone Terrace,4117.39
164,Balgreen Road,Gorgie Road,1320.57
165,Balgreen Road,Grassmarket,3474.66
166,Balgreen Road,Haymarket Station,2178.81
167,Balgreen Road,Haymarket Terrace,1919.96
168,Balgreen Road,Heriot Watt - Edinburgh Business School,5449.54
169,Balgreen Road,Heriot Watt - Student Accommodation,5911.08
170,Balgreen Road,Hillside Crescent,5134.8
171,Balgreen Road,Holyrood Road,4557.84
172,Balgreen Road,Hunter Square,4123.25
173,Balgreen Road,IGMM - Western General,2893.67
174,Balgreen Road,Inverleith Row,4141.17
175,Balgreen Road,Joppa,9801.31
176,Balgreen Road,Kings Building 2,5250.17
177,Balgreen Road,Kings Buildings - Murchison House,4787.24
178,Balgreen Road,Kings Buildings 1,5085.69
179,Balgreen Road,Lauriston Place,3415.17
180,Balgreen Road,Leith Walk,5467.17
181,Balgreen Road,Logie Green Road,4438.52
182,Balgreen Road,Lothian Road,2976.53
183,Balgreen Road,McDonald Road,4963.24
184,Balgreen Road,Meadow Place,3519.74
185,Balgreen Road,Meadows East,4259.09
186,Balgreen Road,Meggetland,1665.59
187,Balgreen Road,Morningside Road,2849.77
188,Balgreen Road,Murrayfield,795.75
189,Balgreen Road,Murrayfield Tram,892.24
190,Balgreen Road,Ocean Terminal,6619.88
191,Balgreen Road,Orchard Brae House,2479.56
192,Balgreen Road,Pollock Halls,4944.14
193,Balgreen Road,Portobello - Kings Road,8532.08
194,Balgreen Road,Queen Margaret University,11113.78
195,Balgreen Road,Roseburn Street,1200.88
196,Balgreen Road,Scotland Street,4205.13
197,Balgreen Road,Sighthill - Edinburgh College,2751.69
198,Balgreen Road,Simon Square,4317.43
199,Balgreen Road,South Trinity Road,4492.32
200,Balgreen Road,St Andrew Square,4061.36
201,Balgreen Road,St Andrews House,4603.24
202,Balgreen Road,Stockbridge,3455.82
203,Balgreen Road,Surgeons Hall,4176.0
204,Balgreen Road,Tollcross,3047.18
205,Balgreen Road,Victoria Quay,6438.77
206,Balgreen Road,Waitrose Comely Bank,2865.9
207,Balgreen Road,Warrender Park Road,3306.21
208,Balgreen Road,Waverley Bridge,3964.36
209,Balgreen Road,Waverley Court,4403.76
210,Balgreen Road,West Crosscauseway,4155.77
211,Balgreen Road,Wester Coates Terrace,1412.5
212,Balgreen Road,Western General Hospital,2951.8
213,Belford Road,Abbeyhill,3375.71
214,Belford Road,Boroughmuir,1484.19
215,Belford Road,Borrowman Square,10249.06
216,Belford Road,Bristo Square,2407.0
217,Belford Road,Brunswick Place,2978.26
218,Belford Road,Bruntsfield Links,2056.8
219,Belford Road,Canonmills,2213.78
220,Belford Road,Castle Street,1429.2
221,Belford Road,Castle Terrace,1607.57
222,Belford Road,Causewayside,3338.85
223,Belford Road,Chambers Street,2366.88
224,Belford Road,Charlotte Square,1185.03
225,Belford Road,City Chambers,2242.62
226,Belford Road,Colinton Road,2233.53
227,Belford Road,Comely Bank Road,1052.41
228,Belford Road,Corstorphine Road,3050.13
229,Belford Road,Craigleith Road,891.8
230,Belford Road,Cramond Foreshore,5589.24
231,Belford Road,Crichton Street,2569.37
232,Belford Road,Dalry Road Lidl,1155.54
233,Belford Road,Dean Street,943.99
234,Belford Road,Drumsheugh Place,858.35
235,Belford Road,Dudley Gardens,3431.57
236,Belford Road,Duke Street,4117.31
237,Belford Road,Dundas Street,1829.58
238,Belford Road,Dundee Terrace,1406.55
239,Belford Road,Dynamic Earth,3139.32
240,Belford Road,East London Street,2572.5
241,Belford Road,Eden Locke - Aparthotel (RESIDENTS ONLY),1274.96
242,Belford Road,Edinburgh Zoo,2902.43
243,Belford Road,EICC,1178.91
244,Belford Road,Fountainbridge,1422.07
245,Belford Road,Gamekeeper's Road,5410.7
246,Belford Road,George Square,2553.51
247,Belford Road,Gorgie Road,1490.1
248,Belford Road,Grassmarket,1878.01
249,Belford Road,Hawes Pier,10809.76
250,Belford Road,Haymarket Station,866.89
251,Belford Road,Haymarket Terrace,684.89
252,Belford Road,Heriot Watt - Edinburgh Business School,7569.63
253,Belford Road,Hillside Crescent,3195.35
254,Belford Road,Holyrood Road,2858.57
255,Belford Road,Hopetoun Road,11890.94
256,Belford Road,Hunter Square,2398.59
257,Belford Road,IGMM - Western General,1239.84
258,Belford Road,Ingliston Park & Ride,8191.54
259,Belford Road,Inverleith Row,2018.22
260,Belford Road,Joppa,8187.6
261,Belford Road,Kings Building 2,4663.36
262,Belford Road,Kings Buildings - Murchison House,4250.74
263,Belford Road,Lauriston Place,1967.21
264,Belford Road,Leith Walk,3403.09
265,Belford Road,Leith Walk North,3719.88
266,Belford Road,Logie Green Road,2322.13
267,Belford Road,Lothian Road,1365.41
268,Belford Road,Marchmont Crescent,2636.43
269,Belford Road,McDonald Road,2880.08
270,Belford Road,Meadow Place,2355.04
271,Belford Road,Meadows East,3021.18
272,Belford Road,Meggetland,2752.12
273,Belford Road,Morningside Road,2855.66
274,Belford Road,Murrayfield,1353.36
275,Belford Road,Murrayfield Tram,1330.16
276,Belford Road,Ocean Terminal,4496.5
277,Belford Road,Orchard Brae House,378.9
278,Belford Road,Pollock Halls,3635.0
279,Belford Road,Portobello - Kings Road,6742.75
280,Belford Road,Queen Margaret University,9784.88
281,Belford Road,Roseburn Street,988.03
282,Belford Road,Royal Commonwealth Pool,3556.15
283,Belford Road,Scotland Street,2124.87
284,Belford Road,Sighthill - Edinburgh College,4845.77
285,Belford Road,Simon Square,2818.58
286,Belford Road,South Trinity Road,2430.66
287,Belford Road,St Andrew Square,2121.99
288,Belford Road,St Andrews House,2769.96
289,Belford Road,Stockbridge,1341.82
290,Belford Road,The Loan,11483.4
291,Belford Road,Tollcross,1676.66
292,Belford Road,Victoria Quay,4313.18
293,Belford Road,Waitrose Comely Bank,857.45
294,Belford Road,Warrender Park Road,2312.61
295,Belford Road,Waverley Bridge,2161.69
296,Belford Road,Waverley Station,2404.1
297,Belford Road,West Crosscauseway,2718.59
298,Belford Road,Wester Coates Terrace,788.42
299,Belford Road,Western General Hospital,1344.59
300,Boroughmuir,Abbeyhill,3171.09
301,Boroughmuir,Balgreen Road,2231.48
302,Boroughmuir,Belford Road,1484.19
303,Boroughmuir,Bristo Square,1757.61
304,Boroughmuir,Brunswick Place,3148.46
305,Boroughmuir,Bruntsfield Links,644.18
306,Boroughmuir,Canonmills,2792.22
307,Boroughmuir,Castle Street,1479.07
308,Boroughmuir,Castle Terrace,1113.51
309,Boroughmuir,Causewayside,2225.9
310,Boroughmuir,Chambers Street,1845.71
311,Boroughmuir,Charlotte Square,1456.9
312,Boroughmuir,City Chambers,1919.44
313,Boroughmuir,Colinton Road,762.31
314,Boroughmuir,Comely Bank Road,2150.46
315,Boroughmuir,Corstorphine Road,3503.58
316,Boroughmuir,Craigleith Road,2312.76
317,Boroughmuir,Cramond Foreshore,6923.59
318,Boroughmuir,Crichton Street,1846.3
319,Boroughmuir,Dalry Road Lidl,480.56
320,Boroughmuir,Dean Street,1914.4
321,Boroughmuir,Drumsheugh Place,1294.64
322,Boroughmuir,Duke Street,4388.91
323,Boroughmuir,Dundas Street,2461.58
324,Boroughmuir,Dundee Terrace,329.6
325,Boroughmuir,Dynamic Earth,2753.99
326,Boroughmuir,East London Street,2820.8
327,Boroughmuir,Edinburgh Park Central,6249.8
328,Boroughmuir,Edinburgh Park Station,5907.9
329,Boroughmuir,Edinburgh Royal Infirmary,5192.26
330,Boroughmuir,Edinburgh Zoo,3367.43
331,Boroughmuir,EICC,734.57
332,Boroughmuir,Ellersly Road,2281.55
333,Boroughmuir,Fountainbridge,526.51
334,Boroughmuir,Gamekeeper's Road,6588.8
335,Boroughmuir,George Square,1715.94
336,Boroughmuir,Gladstone Terrace,1902.42
337,Boroughmuir,Gorgie Road,919.56
338,Boroughmuir,Grassmarket,1370.86
339,Boroughmuir,Hawes Pier,11989.98
340,Boroughmuir,Haymarket Station,636.57
341,Boroughmuir,Haymarket Terrace,820.49
342,Boroughmuir,Heriot Watt - Edinburgh Business School,7394.91
343,Boroughmuir,Heriot Watt - Student Accommodation,7896.05
344,Boroughmuir,Hillside Crescent,3154.35
345,Boroughmuir,Holyrood Road,2416.98
346,Boroughmuir,Hunter Square,2027.45
347,Boroughmuir,IGMM - Western General,2713.72
348,Boroughmuir,Ingliston Park & Ride,8733.64
349,Boroughmuir,Inverleith Row,2798.03
350,Boroughmuir,Joppa,7574.74
351,Boroughmuir,Kings Building 2,3305.23
352,Boroughmuir,Kings Building 3,3097.88
353,Boroughmuir,Kings Buildings - Murchison House,2865.36
354,Boroughmuir,Kings Buildings 1,3131.14
355,Boroughmuir,Lauriston Place,1240.7
356,Boroughmuir,Leith Walk,3673.92
357,Boroughmuir,Leith Walk North,4042.62
358,Boroughmuir,Logie Green Road,2934.01
359,Boroughmuir,Lothian Road,1010.38
360,Boroughmuir,Marchmont Crescent,1380.1
361,Boroughmuir,McDonald Road,3259.38
362,Boroughmuir,Meadow Place,1288.97
363,Boroughmuir,Meadows East,2030.22
364,Boroughmuir,Meggetland,1797.63
365,Boroughmuir,Milton Road - Edinburgh College,7285.4
366,Boroughmuir,Morningside Road,1388.22
367,Boroughmuir,Murrayfield,1841.0
368,Boroughmuir,Murrayfield Tram,1413.83
369,Boroughmuir,Musselburgh Brunton Hall,9788.17
370,Boroughmuir,Musselburgh Lidl,9262.29
371,Boroughmuir,Ocean Terminal,5185.6
372,Boroughmuir,Orchard Brae House,1747.32
373,Boroughmuir,Picardy Place,2575.18
374,Boroughmuir,Pleasance Courtyard,2285.21
375,Boroughmuir,Pollock Halls,2714.54
376,Boroughmuir,Portobello - Kings Road,6357.17
377,Boroughmuir,Roseburn Street,1287.73
378,Boroughmuir,Royal Commonwealth Pool,2581.77
379,Boroughmuir,Royal Edinburgh Hospital,1368.35
380,Boroughmuir,Scotland Street,2574.7
381,Boroughmuir,Sighthill - Edinburgh College,4852.23
382,Boroughmuir,Simon Square,2107.5
383,Boroughmuir,South Trinity Road,3505.45
384,Boroughmuir,St Andrew Square,2180.01
385,Boroughmuir,St Andrews House,2551.55
386,Boroughmuir,Stockbridge,2105.62
387,Boroughmuir,Surgeons Hall,1997.89
388,Boroughmuir,The Loan,12633.86
389,Boroughmuir,Thirlestane Road,1159.3
390,Boroughmuir,Tollcross,892.09
391,Boroughmuir,Victoria Quay,4899.95
392,Boroughmuir,Waitrose Comely Bank,2222.34
393,Boroughmuir,Warrender Park Road,1094.09
394,Boroughmuir,Waverley Bridge,1946.45
395,Boroughmuir,West Crosscauseway,1937.87
396,Boroughmuir,Wester Coates Terrace,1200.71
397,Boroughmuir,Western General Hospital,2820.81
398,Borrowman Square,Abbeyhill,13371.43
399,Borrowman Square,Boroughmuir,11369.91
400,Borrowman Square,Brunswick Place,12706.54
401,Borrowman Square,Bruntsfield Links,12010.82
402,Borrowman Square,Canonmills,11730.47
403,Borrowman Square,Comely Bank Road,10634.21
404,Borrowman Square,Craigleith Road,9388.02
405,Borrowman Square,Cramond Foreshore,5035.49
406,Borrowman Square,Dalmeny Station,465.99
407,Borrowman Square,Dalry Road Lidl,10889.46
408,Borrowman Square,Drumsheugh Place,11074.1
409,Borrowman Square,Duke Street,13403.97
410,Borrowman Square,Edinburgh Park Central,7080.18
411,Borrowman Square,EICC,11394.93
412,Borrowman Square,Ellersly Road,9136.98
413,Borrowman Square,Forth Bridge Visitors Centre,1500.01
414,Borrowman Square,Gamekeeper's Road,4842.82
415,Borrowman Square,Gorgie Road,10619.04
416,Borrowman Square,Hawes Pier,917.95
417,Borrowman Square,Haymarket Terrace,10664.63
418,Borrowman Square,Hillside Crescent,13084.16
419,Borrowman Square,Hopetoun Road,1668.23
420,Borrowman Square,IGMM - Western General,9565.99
421,Borrowman Square,Ingliston Park & Ride,5131.66
422,Borrowman Square,Leith Walk,12889.86
423,Borrowman Square,McDonald Road,12386.39
424,Borrowman Square,Ocean Terminal,12760.02
425,Borrowman Square,Port Edgar Marina,1969.86
426,Borrowman Square,Portobello - Kings Road,16601.98
427,Borrowman Square,Roseburn Street,10083.62
428,Borrowman Square,Scotstoun House,810.83
429,Borrowman Square,South Trinity Road,10866.65
430,Borrowman Square,Stockbridge,11115.39
431,Borrowman Square,Tesco Ferrymuir,1244.42
432,Borrowman Square,The Loan,1299.23
433,Borrowman Square,Waitrose Comely Bank,10162.08
434,Borrowman Square,Waverley Bridge,12278.65
435,Borrowman Square,Wester Coates Terrace,10177.7
436,Borrowman Square,Western General Hospital,9426.48
437,Bristo Square,Abbeyhill,1481.42
438,Bristo Square,Balgreen,3971.0
439,Bristo Square,Balgreen Road,3939.72
440,Bristo Square,Belford Road,2407.0
441,Bristo Square,Boroughmuir,1757.61
442,Bristo Square,Brunswick Place,1726.8
443,Bristo Square,Brunswick Place - Virtual,1751.77
444,Bristo Square,Bruntsfield,1480.52
445,Bristo Square,Bruntsfield links,1449.89
446,Bristo Square,Canonmills,1927.32
447,Bristo Square,Castle Street,1091.18
448,Bristo Square,Castle Terrace,836.94
449,Bristo Square,Causewayside,1190.35
450,Bristo Square,Chambers Street,196.63
451,Bristo Square,Charlotte Square,1346.53
452,Bristo Square,City Chambers,467.11
453,Bristo Square,Colinton Road,1916.26
454,Bristo Square,Comely Bank Road,2246.16
455,Bristo Square,Constitution Street,3571.57
456,Bristo Square,Corstorphine Road,5178.83
457,Bristo Square,Craigleith Road,3278.97
458,Bristo Square,Cramond Foreshore,7928.64
459,Bristo Square,Crichton Street,192.21
460,Bristo Square,Dalry Road Co-op,2072.8
461,Bristo Square,Dalry Road Lidl,2160.69
462,Bristo Square,Dean Street,2021.66
463,Bristo Square,Drummond Street,506.25
464,Bristo Square,Drumsheugh Place,1585.89
465,Bristo Square,Dudley Gardens,3330.74
466,Bristo Square,Duke Street,2908.59
467,Bristo Square,Dunbar’s Close Garden,894.57
468,Bristo Square,Dundas Street,1840.4
469,Bristo Square,Dundee Terrace,2107.63
470,Bristo Square,Dynamic Earth,1014.99
471,Bristo Square,East London Street,1552.2
472,Bristo Square,Edinburgh Park Station,7653.57
473,Bristo Square,Edinburgh Royal Infirmary,4121.07
474,Bristo Square,Edinburgh Zoo,5013.19
475,Bristo Square,EICC,1358.62
476,Bristo Square,Ellersly Road,3850.87
477,Bristo Square,Fountain Court  - Apartments (RESIDENTS ONLY),1399.73
478,Bristo Square,Fountainbridge,1314.98
479,Bristo Square,Gamekeeper's Road,7834.71
480,Bristo Square,George Square,325.45
481,Bristo Square,Gibson Terrace,1876.3
482,Bristo Square,Gladstone Terrace,916.53
483,Bristo Square,Gorgie Road,2663.63
484,Bristo Square,Grassmarket,529.12
485,Bristo Square,Hawes Pier,13202.2
486,Bristo Square,Haymarket Station,1814.17
487,Bristo Square,Haymarket Terrace,2115.4
488,Bristo Square,Henderson Row,1847.65
489,Bristo Square,Heriot Watt - Edinburgh Business School,9143.13
490,Bristo Square,Hillside Crescent,1536.22
491,Bristo Square,Hillside Crescent 1,1413.89
492,Bristo Square,Hillside Crescent 2,1547.66
493,Bristo Square,Holyrood Road,678.99
494,Bristo Square,HSBC UK Lets Ride - Meadows Event,653.1
495,Bristo Square,Hunter Square,447.67
496,Bristo Square,IGMM,3253.84
497,Bristo Square,IGMM - Western General,3257.78
498,Bristo Square,Ingliston Park & Ride,10398.04
499,Bristo Square,Inverleith Row,2183.1
500,Bristo Square,Joppa,5883.31
501,Bristo Square,Kings Building 2,2748.14
502,Bristo Square,Kings Building 3,2637.77
503,Bristo Square,Kings Buildings - Murchison House,2461.61
504,Bristo Square,Kings Buildings 1,2596.12
505,Bristo Square,Kings Buildings 4,2767.79
506,Bristo Square,Launch Day Event,419.52
507,Bristo Square,Lauriston Place,552.78
508,Bristo Square,Leith Links,2913.75
509,Bristo Square,Leith Walk,2244.18
510,Bristo Square,Leith Walk North,2637.66
511,Bristo Square,Logie Green Road,2051.8
512,Bristo Square,Lothian Road,1055.25
513,Bristo Square,Macdonald Road,2012.18
514,Bristo Square,Marchmont Crescent,1123.44
515,Bristo Square,McDonald Road,2037.8
516,Bristo Square,Meadow Place,733.78
517,Bristo Square,Meadow Place 2,712.92
518,Bristo Square,Meadows East,781.46
519,Bristo Square,Meggetland,3440.76
520,Bristo Square,Milton Road - Edinburgh College,5637.85
521,Bristo Square,Morningside Road,2395.18
522,Bristo Square,Murrayfield,3404.04
523,Bristo Square,Murrayfield Avenue,2981.31
524,Bristo Square,Murrayfield Tram,3092.64
525,Bristo Square,Musselburgh Brunton Hall,8143.97
526,Bristo Square,Musselburgh Lidl,7618.43
527,Bristo Square,Newhaven Road / Dudley Gardens,3330.74
528,Bristo Square,Newkirkgate,2944.23
529,Bristo Square,Ocean Terminal,3997.32
530,Bristo Square,Orchard Brae House,2399.78
531,Bristo Square,Picardy Place,1202.71
532,Bristo Square,Pleasance Courtyard,502.95
533,Bristo Square,Pollock Halls,1257.91
534,Bristo Square,Pollock Halls Virtual,1207.72
535,Bristo Square,Portobello,4633.05
536,Bristo Square,Portobello - Kings Road,4603.26
537,Bristo Square,Queen Margaret University,7383.47
538,Bristo Square,Riego Street,939.5
539,Bristo Square,Roseburn Street,2861.68
540,Bristo Square,Royal Commonwealth Pool,1203.86
541,Bristo Square,Royal Edinburgh Hospital,2508.96
542,Bristo Square,Royal Infirmary,4198.59
543,Bristo Square,Scotland Street,1666.05
544,Bristo Square,Shrubhill,1925.41
545,Bristo Square,Sighthill - Edinburgh College,6607.36
546,Bristo Square,Simon Square,394.1
547,Bristo Square,South Trinity Road,3051.74
548,Bristo Square,St Andrew Square,1005.43
549,Bristo Square,St Andrews House,907.15
550,Bristo Square,St. John's Road 2,6368.51
551,Bristo Square,Stockbridge,1846.72
552,Bristo Square,Surgeons Hall,240.29
553,Bristo Square,The Loan,13882.35
554,Bristo Square,The Tron,473.66
555,Bristo Square,Thirlestane Road,1337.08
556,Bristo Square,Tollcross,910.75
557,Bristo Square,Victoria Park,3161.28
558,Bristo Square,Victoria Quay,3632.2
559,Bristo Square,Waitrose Comely Bank,2627.35
560,Bristo Square,"Waitrose, Comely Bank",2633.81
561,Bristo Square,Warrender Park Road,1030.56
562,Bristo Square,Waverley Bridge,618.09
563,Bristo Square,Waverley Court,695.73
564,Bristo Square,Waverley Station,741.38
565,Bristo Square,West Crosscauseway,331.1
566,Bristo Square,West Newington Place,1055.96
567,Bristo Square,Wester Coates Terrace,2680.94
568,Bristo Square,Western General,3364.33
569,Bristo Square,Western General Hospital,3360.43
570,Bristo Square,Whitehouse Loan,1370.31
571,Brunswick Place,Abbeyhill,828.41
572,Brunswick Place,Balgreen Road,4999.73
573,Brunswick Place,Belford Road,2978.26
574,Brunswick Place,Boroughmuir,3148.46
575,Brunswick Place,Borrowman Square,12706.54
576,Brunswick Place,Bristo Square,1726.8
577,Brunswick Place,Bruntsfield,3081.15
578,Brunswick Place,Bruntsfield links,3081.15
579,Brunswick Place,Canonmills,973.5
580,Brunswick Place,Castle Street,1733.6
581,Brunswick Place,Castle Terrace,2048.09
582,Brunswick Place,Causewayside,2724.83
583,Brunswick Place,Chambers Street,1554.05
584,Brunswick Place,Charlotte Square,1884.69
585,Brunswick Place,City Chambers,1333.93
586,Brunswick Place,Colinton Road,3633.23
587,Brunswick Place,Comely Bank Road,2163.65
588,Brunswick Place,Constitution Street,1839.71
589,Brunswick Place,Corstorphine Road,6023.5
590,Brunswick Place,Craigleith Road,3576.88
591,Brunswick Place,Cramond Foreshore,7740.26
592,Brunswick Place,Crichton Street,1832.49
593,Brunswick Place,Dalry Road Co-op,3230.56
594,Brunswick Place,Dalry Road Lidl,3350.81
595,Brunswick Place,Dean Street,2110.49
596,Brunswick Place,Drummond Street,1402.48
597,Brunswick Place,Drumsheugh Place,2207.41
598,Brunswick Place,Dudley Gardens,1786.81
599,Brunswick Place,Duke Street,1240.46
600,Brunswick Place,Dundas Street,1268.6
601,Brunswick Place,Dundee Terrace,3411.01
602,Brunswick Place,Dynamic Earth,1133.85
603,Brunswick Place,East London Street,408.61
604,Brunswick Place,Edinburgh Park Station,8709.53
605,Brunswick Place,Edinburgh Royal Infirmary,5132.68
606,Brunswick Place,Edinburgh Zoo,5878.93
607,Brunswick Place,EICC,2471.49
608,Brunswick Place,Ellersly Road,4692.9
